time,temperature_2m (°C),precipitation (mm),cloud_cover (%),visibility (m),wind_speed_10m (km/h)
2022-10-06T21:00,17.1,0,99,24700,6.2
2022-10-06T22:00,16.6,0,92,23200,4.2
2022-10-06T23:00,16.4,0,99,26000,3.2
2022-10-07T00:00,15.1,0,99,18800,5.1
2022-10-07T01:00,17.2,0,18,30400,5.1
2022-10-07T02:00,14.8,0,25,27900,6.1
2022-10-07T03:00,14.1,0,0,23600,6.9
2022-10-07T04:00,13.1,0,21,16000,9.8
2022-10-07T05:00,13.7,0,94,16600,4.5
2022-10-07T06:00,13.8,0,66,16800,6.5
2022-10-07T07:00,15,0,40,16300,4.2
2022-10-07T08:00,17.9,0,0,21000,4.4
2022-10-07T09:00,19.8,0,0,25900,9.9
2022-10-07T10:00,22.1,0,0,34500,12.1
2022-10-07T11:00,23.5,0,0,39100,11.3
2022-10-07T12:00,24.8,0,0,42400,12.9
2022-10-07T13:00,25.8,0,5,48800,16.1
2022-10-07T14:00,25.9,0,2,54000,17.8
2022-10-07T15:00,25.4,0,2,52300,19.5
2022-10-07T16:00,24.6,0,1,51700,18.4
2022-10-07T17:00,23.4,0,23,49800,17.7
2022-10-07T18:00,22,0,6,43300,16.9
2022-10-07T19:00,21.2,0,1,35100,19.6
2022-10-07T20:00,19,0,9,31500,14
2022-10-07T21:00,17.2,0,36,29300,17.4
2022-10-07T22:00,16.5,0,100,33800,19.9
2022-10-07T23:00,15.6,0,100,33900,16.8
2022-10-08T00:00,14.3,0,38,34600,21.4
2022-10-08T01:00,13.8,0,88,34500,18.1
2022-10-08T02:00,12.9,0,100,37000,20.6
2022-10-08T03:00,10.5,0.7,100,20600,14
2022-10-08T04:00,9.6,0,100,21700,5.5
2022-10-08T05:00,9.7,0,93,23600,8.8
2022-10-08T06:00,9.3,0,46,25300,11.2
2022-10-08T07:00,9.5,0,30,24300,10.2
2022-10-08T08:00,10.2,0,9,24700,13.8
2022-10-08T09:00,11.5,0,100,29500,16.6
2022-10-08T10:00,12.6,0,100,34900,16.6
2022-10-08T11:00,13,0,32,37800,13
2022-10-08T12:00,14.3,0,42,40600,13.8
2022-10-08T13:00,14.8,0,10,41500,16.5
2022-10-08T14:00,14.9,0,20,41800,15.3
2022-10-08T15:00,15.4,0,4,46000,16.9
2022-10-08T16:00,14.9,0,2,51100,16.5
2022-10-08T17:00,13.7,0,1,50600,15.9
2022-10-08T18:00,12.1,0,0,46800,13.1
2022-10-08T19:00,11,0,0,46600,11
2022-10-08T20:00,10.1,0,0,39000,1.8
2022-10-08T21:00,9.4,0,0,37600,7.5
2022-10-08T22:00,8.3,0,0,30800,2.9
2022-10-08T23:00,8.1,0,0,31100,4
2022-10-09T00:00,7.1,0,0,26000,3.9
2022-10-09T01:00,6.8,0,0,22400,4.2
2022-10-09T02:00,6.1,0,0,20800,5.7
2022-10-09T03:00,5.4,0,0,17900,6
2022-10-09T04:00,5.4,0,0,18700,7.3
2022-10-09T05:00,5.5,0,1,17600,5.5
2022-10-09T06:00,5.4,0,25,16900,6.6
2022-10-09T07:00,6.8,0,7,17300,7.4
2022-10-09T08:00,8.6,0,30,23300,12.1
2022-10-09T09:00,10,0,52,28200,13.3
2022-10-09T10:00,12.7,0,6,37400,14
2022-10-09T11:00,14.6,0,2,39900,15.1
2022-10-09T12:00,16.2,0,5,44900,19.1
2022-10-09T13:00,16.7,0,4,46100,18.8
2022-10-09T14:00,17.2,0,1,49600,17.3
2022-10-09T15:00,17.3,0,1,50000,18.5
2022-10-09T16:00,17,0,0,51600,17.8
2022-10-09T17:00,15.7,0,0,50000,13.7
2022-10-09T18:00,14.3,0,0,47800,11.2
2022-10-09T19:00,13.4,0,0,42400,9.7
2022-10-09T20:00,12.7,0,0,40300,9.5
2022-10-09T21:00,12.2,0,0,37400,6.9
2022-10-09T22:00,11.7,0,3,33200,7.3
2022-10-09T23:00,10.9,0,0,31500,7.9
2022-10-10T00:00,10.2,0,0,31900,6
2022-10-10T01:00,10,0,0,32100,11.5
2022-10-10T02:00,9.2,0,0,27300,7.1
2022-10-10T03:00,8.4,0,0,22500,5.3
2022-10-10T04:00,8.4,0,0,25900,6.1
2022-10-10T05:00,8.5,0,1,23700,5.1
2022-10-10T06:00,8.6,0,8,24600,6
2022-10-10T07:00,9.6,0,30,22900,5.6
2022-10-10T08:00,11.6,0,68,23800,2.2
2022-10-10T09:00,13.9,0,99,36500,5.9
2022-10-10T10:00,16.3,0,18,37300,8.7
2022-10-10T11:00,18.3,0,9,45800,7.1
2022-10-10T12:00,19.2,0,8,46800,15.9
2022-10-10T13:00,20.3,0,39,51700,16.4
2022-10-10T14:00,20.2,0,14,53800,16.1
2022-10-10T15:00,20.2,0,1,55000,13.5
2022-10-10T16:00,20,0,0,58800,15.1
2022-10-10T17:00,18.8,0,0,58300,9.4
2022-10-10T18:00,16.4,0,4,45800,8.1
2022-10-10T19:00,16,0,0,42800,8.3
2022-10-10T20:00,15.3,0,0,38300,9.4
2022-10-10T21:00,14.2,0,0,35800,4.3
2022-10-10T22:00,14.1,0,0,42800,4.6
2022-10-10T23:00,13,0,0,38700,3.6
2022-10-11T00:00,12.5,0,0,32400,10.3
2022-10-11T01:00,11.4,0,0,27700,9.7
2022-10-11T02:00,10.5,0,0,23800,3
2022-10-11T03:00,9.8,0,0,20000,7
2022-10-11T04:00,9.7,0,0,18400,2.7
2022-10-11T05:00,9.1,0,1,16600,2.2
2022-10-11T06:00,8.9,0,1,19300,4.7
2022-10-11T07:00,9.7,0,1,17100,3.8
2022-10-11T08:00,11.9,0,6,16300,4
2022-10-11T09:00,14.4,0,0,23600,7.1
2022-10-11T10:00,16.6,0,0,27700,2.6
2022-10-11T11:00,18.6,0,5,34600,2.3
2022-10-11T12:00,19.7,0,1,45000,5.6
2022-10-11T13:00,20.6,0,3,44200,6.6
2022-10-11T14:00,21.9,0,8,49800,9.5
2022-10-11T15:00,21.6,0,11,43000,12.6
2022-10-11T16:00,20.7,0,4,36000,16
2022-10-11T17:00,18.8,0,3,30800,9.8
2022-10-11T18:00,16.9,0,2,24000,8
2022-10-11T19:00,16.7,0,0,21900,6.8
2022-10-11T20:00,15,0,0,23000,4.7
2022-10-11T21:00,14.6,0,0,25900,7.1
2022-10-11T22:00,13.9,0,0,26200,6.6
2022-10-11T23:00,13.3,0,0,24000,6.4
2022-10-12T00:00,12.2,0,0,19700,6.1
2022-10-12T01:00,12.4,0,0,24000,7.1
2022-10-12T02:00,12.3,0,0,27400,4.3
2022-10-12T03:00,11.1,0,0,21900,3.6
2022-10-12T04:00,11.1,0,0,24100,4.7
2022-10-12T05:00,11,0,0,20700,5.5
2022-10-12T06:00,11,0,0,21800,2.9
2022-10-12T07:00,11.8,0,0,19600,4.2
2022-10-12T08:00,14.6,0,0,19900,2.4
2022-10-12T09:00,17,0,2,31200,4.3
2022-10-12T10:00,18.3,0,0,37400,7.9
2022-10-12T11:00,20.2,0,1,46000,12
2022-10-12T12:00,20.9,0,6,42300,13.4
2022-10-12T13:00,21,0,0,40000,17.1
2022-10-12T14:00,20.7,0,0,41400,18
2022-10-12T15:00,19.9,0,2,30500,18.7
2022-10-12T16:00,18.7,0,63,24500,20.8
2022-10-12T17:00,17.5,0,99,23600,17.5
2022-10-12T18:00,17.2,0,91,23500,13.5
2022-10-12T19:00,16.8,0,78,25400,12.4
2022-10-12T20:00,16.6,0,48,24300,8.3
2022-10-12T21:00,15.5,0,5,19000,6.3
2022-10-12T22:00,14.7,0,69,18000,4.3
2022-10-12T23:00,14.6,0,30,16200,4
2022-10-13T00:00,14.5,0,4,12300,3.8
2022-10-13T01:00,15.2,0,14,15400,8.9
2022-10-13T02:00,14.9,0,3,14200,2.9
2022-10-13T03:00,15.4,0,33,15400,4.7
2022-10-13T04:00,15.2,0,13,13600,6.7
2022-10-13T05:00,16.4,0,54,12600,7.7
2022-10-13T06:00,16.3,0,42,12700,8
2022-10-13T07:00,17.1,0,99,13200,6.8
2022-10-13T08:00,18.1,0,60,16300,10.3
2022-10-13T09:00,18.6,0,99,14600,16
2022-10-13T10:00,19.7,0,100,14200,23.6
2022-10-13T11:00,21.1,0,100,19200,23.7
2022-10-13T12:00,19.5,0.4,100,17000,21.4
2022-10-13T13:00,19.5,0,100,15300,16.3
2022-10-13T14:00,20.2,0,100,16300,18.9
2022-10-13T15:00,20.5,0,100,15200,17.6
2022-10-13T16:00,19.5,0,100,14700,16.9
2022-10-13T17:00,19.1,40.7,100,2300,17.9
2022-10-13T18:00,18.8,0,100,12200,16
2022-10-13T19:00,18.9,0.4,100,12200,18.7
2022-10-13T20:00,18.4,0.4,100,12400,19.3
2022-10-13T21:00,18.3,0,100,12200,19.3
2022-10-13T22:00,13,1.8,100,7900,26.9
2022-10-13T23:00,12.5,0.7,100,12200,11.3
2022-10-14T00:00,12,0,100,13000,13.9
2022-10-14T01:00,11.5,6.8,100,13000,13.8
2022-10-14T02:00,11.3,0,100,14000,17.1
2022-10-14T03:00,11.5,0,100,13700,15.6
2022-10-14T04:00,11.2,0,61,14000,9.7
2022-10-14T05:00,10.9,0,20,14200,9
2022-10-14T06:00,10.8,0,43,13900,7.9
2022-10-14T07:00,11.4,0,100,14600,10.2
2022-10-14T08:00,12.4,0,97,15600,14.1
2022-10-14T09:00,12.5,0,100,17800,13.2
2022-10-14T10:00,13.8,0,93,18700,15.4
2022-10-14T11:00,15.7,0,11,24900,12.5
2022-10-14T12:00,16.8,0,1,27800,12.1
2022-10-14T13:00,18.7,0,0,48700,13.8
2022-10-14T14:00,19.5,0,0,59300,15.1
2022-10-14T15:00,20.1,0,0,60300,11.2
2022-10-14T16:00,20.2,0,0,63500,7.4
2022-10-14T17:00,18.1,0,0,50900,3.7
2022-10-14T18:00,15.2,0,0,42700,2.8
2022-10-14T19:00,14.1,0,0,39400,4.4
2022-10-14T20:00,13.7,0,0,36300,4.3
2022-10-14T21:00,12.5,0,0,31700,5.8
2022-10-14T22:00,11.3,0,0,23400,5.6
2022-10-14T23:00,10.6,0,0,18700,1.6
2022-10-15T00:00,9.9,0,0,18000,6.3
2022-10-15T01:00,9.5,0,2,18800,3.3
2022-10-15T02:00,8.9,0,1,17900,1.5
2022-10-15T03:00,8.2,0,2,15400,4.1
2022-10-15T04:00,7.8,0,4,15500,4.7
2022-10-15T05:00,7.8,0,4,16900,2.2
2022-10-15T06:00,7.9,0,3,15900,1.6
2022-10-15T07:00,8.1,0,56,12200,3.6
2022-10-15T08:00,11.3,0,41,16700,2.4
2022-10-15T09:00,14.9,0,1,27700,3.7
2022-10-15T10:00,17.1,0,0,34100,7.6
2022-10-15T11:00,19.1,0,0,41600,11.2
2022-10-15T12:00,21.1,0,0,54700,13.4
2022-10-15T13:00,21.3,0,0,54800,18.7
2022-10-15T14:00,21.1,0,0,53500,19.9
2022-10-15T15:00,20.7,0,0,52700,21.4
2022-10-15T16:00,20.1,0,0,43900,20.9
2022-10-15T17:00,17.6,0,0,31500,18.2
2022-10-15T18:00,17.2,0,0,33800,13.9
2022-10-15T19:00,16.4,0,0,29500,12
2022-10-15T20:00,15.7,0,0,28300,8.6
2022-10-15T21:00,15.4,0,0,23900,5.2
2022-10-15T22:00,14.2,0,1,18900,4.6
2022-10-15T23:00,13.7,0,9,15900,3.1
2022-10-16T00:00,12.9,0,5,14800,4.5
2022-10-16T01:00,12.4,0,2,15300,6.9
2022-10-16T02:00,11.1,0,23,15300,7.2
2022-10-16T03:00,10.5,0,5,13800,3.9
2022-10-16T04:00,9.8,0,45,12200,1.1
2022-10-16T05:00,10.1,0,19,14800,7.6
2022-10-16T06:00,9.9,0,9,14200,4
2022-10-16T07:00,10.8,0,9,15700,10.3
2022-10-16T08:00,12.2,0,3,19700,12.8
2022-10-16T09:00,13.5,0,13,25800,11.6
2022-10-16T10:00,14.9,0,7,29100,7.2
2022-10-16T11:00,16.6,0,1,32900,6.1
2022-10-16T12:00,17.6,0,99,37700,5.9
2022-10-16T13:00,18.3,0,62,41300,10.1
2022-10-16T14:00,18.7,0,76,43000,9.4
2022-10-16T15:00,19.4,0,0,49900,8.4
2022-10-16T16:00,19.3,0,0,54000,6.1
2022-10-16T17:00,17.1,0,0,48200,4.8
2022-10-16T18:00,14.7,0,68,33000,2.7
2022-10-16T19:00,15.1,0,3,37500,8.4
2022-10-16T20:00,14.3,0,61,37000,5.5
2022-10-16T21:00,13.2,0,93,38400,7.6
2022-10-16T22:00,13,0,98,35800,5.4
2022-10-16T23:00,13.5,0,98,36600,6.2
2022-10-17T00:00,12.7,0,98,35400,6.2
2022-10-17T01:00,12.7,0,98,33400,7.5
2022-10-17T02:00,12.1,0,98,30000,4.7
2022-10-17T03:00,11.6,0,98,24400,2.9
2022-10-17T04:00,11.8,0,100,16400,1.9
2022-10-17T05:00,11.9,0,100,13500,1.9
2022-10-17T06:00,12.4,0,100,15200,4.4
2022-10-17T07:00,13.7,0,100,14400,7.6
2022-10-17T08:00,14.5,0,100,13900,8.6
2022-10-17T09:00,15.3,0,100,16800,7.2
2022-10-17T10:00,16.7,0,100,19200,13.9
2022-10-17T11:00,17.7,0,100,21600,17.2
2022-10-17T12:00,17.6,0,100,24600,17.1
2022-10-17T13:00,18.8,0,32,25700,17
2022-10-17T14:00,19.5,0,100,27500,11.9
2022-10-17T15:00,19.9,0,2,31100,15.1
2022-10-17T16:00,19.2,0,100,28900,14.2
2022-10-17T17:00,18.5,0,14,26100,12.1
2022-10-17T18:00,17.4,0,100,27400,17.5
2022-10-17T19:00,13.2,0,99,7300,5.4
2022-10-17T20:00,13.3,2.5,100,13500,9.6
2022-10-17T21:00,13.4,0,99,14400,0.4
2022-10-17T22:00,13.5,0,100,14700,4.7
2022-10-17T23:00,12.7,0,72,13400,9.8
2022-10-18T00:00,11.7,0,97,19200,14.7
2022-10-18T01:00,11.1,0,98,28900,8.8
2022-10-18T02:00,10.1,0,96,27500,7.1
2022-10-18T03:00,9.5,0,3,34200,6.6
2022-10-18T04:00,9.3,0,100,35100,5.4
2022-10-18T05:00,9.1,0,83,41900,10.6
2022-10-18T06:00,8.7,0,100,40000,10.3
2022-10-18T07:00,8,0,57,37500,11.5
2022-10-18T08:00,8.6,0,97,41500,15.5
2022-10-18T09:00,9.2,0,97,44700,16.6
2022-10-18T10:00,10.2,0,97,42900,14.9
2022-10-18T11:00,11.6,0,63,42900,12.2
2022-10-18T12:00,12.7,0,100,43700,10.5
2022-10-18T13:00,13.9,0,2,47700,14.8
2022-10-18T14:00,14.4,0,0,52100,17.4
2022-10-18T15:00,14.2,0,0,52300,17.2
2022-10-18T16:00,13.8,0,0,49400,15.2
2022-10-18T17:00,12.7,0,0,51100,15.9
2022-10-18T18:00,11.5,0,0,46900,12.8
2022-10-18T19:00,10.3,0,19,38100,13.7
2022-10-18T20:00,9.7,0,0,39100,15.2
2022-10-18T21:00,8.6,0,0,38700,9.9
2022-10-18T22:00,7.4,0,0,32500,10.8
2022-10-18T23:00,6.7,0,0,34200,10
2022-10-19T00:00,6.3,0,0,29900,8
2022-10-19T01:00,6.2,0,0,30500,9.3
2022-10-19T02:00,5.7,0,0,28400,11.8
2022-10-19T03:00,5,0,0,24600,7.6
2022-10-19T04:00,4.6,0,0,20700,11.8
2022-10-19T05:00,4.3,0,13,20300,10
2022-10-19T06:00,4.5,0,37,21900,10.6
2022-10-19T07:00,5.1,0,0,20500,6.4
2022-10-19T08:00,7.7,0,1,27700,12.8
2022-10-19T09:00,9.2,0,5,34000,17.1
2022-10-19T10:00,10.3,0,36,36900,20.9
2022-10-19T11:00,11.5,0,27,46400,21.9
2022-10-19T12:00,11.9,0,40,42400,21
2022-10-19T13:00,12.8,0,42,50700,19.5
2022-10-19T14:00,12.3,0,45,50100,21.3
2022-10-19T15:00,12.2,0,20,52300,20.6
2022-10-19T16:00,11.9,0,22,49900,19.8
2022-10-19T17:00,11,0,2,50000,15
2022-10-19T18:00,10.1,0,0,47200,8.4
2022-10-19T19:00,10,0,0,47200,17.1
2022-10-19T20:00,9.8,0,0,43900,15.3
2022-10-19T21:00,9.4,0,0,38900,14
2022-10-19T22:00,9.5,0,0,41400,17.6
2022-10-19T23:00,8.9,0,0,38700,17.1
2022-10-20T00:00,9,0,0,39900,19.8
2022-10-20T01:00,8.5,0,0,32900,21.6
2022-10-20T02:00,7.6,0,0,30300,17.6
2022-10-20T03:00,7,0,0,26800,16.6
2022-10-20T04:00,6.6,0,0,24500,11.3
2022-10-20T05:00,6.2,0,100,23300,10.2
2022-10-20T06:00,6.4,0,0,26000,13.7
2022-10-20T07:00,6.3,0,0,22800,11.2
2022-10-20T08:00,8.9,0,1,27300,16.2
2022-10-20T09:00,10.7,0,1,33700,22.3
2022-10-20T10:00,12.5,0,1,41700,24.3
2022-10-20T11:00,13.4,0,0,49200,23.7
2022-10-20T12:00,14.5,0,0,54600,24.3
2022-10-20T13:00,15.2,0,0,60600,25.3
2022-10-20T14:00,15.6,0,0,62200,20.3
2022-10-20T15:00,15.4,0,0,67600,22.4
2022-10-20T16:00,14.4,0,0,56400,18.7
2022-10-20T17:00,14.2,0,3,63200,19.3
2022-10-20T18:00,13,0,20,53000,11.6
2022-10-20T19:00,11.8,0,0,37600,11.3
2022-10-20T20:00,12,0,0,42500,11.3
2022-10-20T21:00,10.8,0,0,38100,9.1
2022-10-20T22:00,10.2,0,1,35000,8
2022-10-20T23:00,9.5,0,0,30000,5.7
2022-10-21T00:00,9.1,0,0,31300,8.9
2022-10-21T01:00,9,0,0,24800,10.4
2022-10-21T02:00,8.2,0,0,24200,9
2022-10-21T03:00,7.9,0,0,23300,5.3
2022-10-21T04:00,6.5,0,0,17100,5
2022-10-21T05:00,5.8,0,0,18600,2
2022-10-21T06:00,5.7,0,1,19700,6.5
2022-10-21T07:00,6.6,0,0,23300,1.8
2022-10-21T08:00,9.7,0,0,28200,4.1
2022-10-21T09:00,12.6,0,0,39000,5.1
2022-10-21T10:00,15.2,0,0,46700,1.6
2022-10-21T11:00,16,0,0,56000,5.6
2022-10-21T12:00,17.6,0,3,67700,1.9
2022-10-21T13:00,17.6,0,4,67500,6.8
2022-10-21T14:00,18,0,0,74000,10.1
2022-10-21T15:00,17.6,0,0,63700,8.5
2022-10-21T16:00,16.9,0,0,63100,12.8
2022-10-21T17:00,14.6,0,0,52200,8.9
2022-10-21T18:00,12.9,0,0,41800,7.3
2022-10-21T19:00,12.4,0,0,35200,5
2022-10-21T20:00,11,0,0,31800,6.3
2022-10-21T21:00,10.8,0,0,27600,6.6
2022-10-21T22:00,10.4,0,0,24600,7.6
2022-10-21T23:00,9.5,0,0,25100,6
2022-10-22T00:00,8.3,0,0,24100,8.1
2022-10-22T01:00,7.6,0,1,18100,9.1
2022-10-22T02:00,6.9,0,7,15500,4.6
2022-10-22T03:00,6.7,0,48,14400,4.4
2022-10-22T04:00,6.4,0,50,14200,3.4
2022-10-22T05:00,6.2,0,50,13800,2.4
2022-10-22T06:00,6.2,0,50,16300,5.7
2022-10-22T07:00,7.2,0,49,15500,5.8
2022-10-22T08:00,11.1,0,100,17700,3.9
2022-10-22T09:00,14.6,0,1,32800,0.7
2022-10-22T10:00,15.9,0,0,34300,3.4
2022-10-22T11:00,18.3,0,0,51200,7.7
2022-10-22T12:00,18.8,0,1,54800,8.7
2022-10-22T13:00,19.3,0,0,50200,10.5
2022-10-22T14:00,19.1,0,0,44000,10.7
2022-10-22T15:00,18.5,0,0,48800,13.8
2022-10-22T16:00,17.9,0,66,49200,6.3
2022-10-22T17:00,16,0,96,45700,7.2
2022-10-22T18:00,13.3,0,91,31800,7.7
2022-10-22T19:00,12,0,84,23000,5.9
2022-10-22T20:00,11.4,0,16,19900,3.4
2022-10-22T21:00,10.7,0,8,20100,0.5
2022-10-22T22:00,11.2,0,14,24100,7.9
2022-10-22T23:00,10.5,0,98,14600,4.3
2022-10-23T00:00,10.3,0,99,15000,4.8
2022-10-23T01:00,10.6,0,100,14900,4.3
2022-10-23T02:00,10.8,0,100,13500,5.8
2022-10-23T03:00,12,0,100,15100,4.2
2022-10-23T04:00,12.3,0,98,18200,4.7
2022-10-23T05:00,12,0,99,16900,8
2022-10-23T06:00,11.8,0,100,18400,8.4
2022-10-23T07:00,13.3,0,99,21600,9
2022-10-23T08:00,14.2,0,100,26000,11.6
2022-10-23T09:00,15.6,0,99,29300,14.3
2022-10-23T10:00,16.8,0,99,31700,16.3
2022-10-23T11:00,16.1,0,98,28300,15.8
2022-10-23T12:00,15.7,0,100,23200,15.9
2022-10-23T13:00,15.6,0,100,29200,16.4
2022-10-23T14:00,16.2,0,89,28500,15.3
2022-10-23T15:00,15.8,0.7,100,33100,15.8
2022-10-23T16:00,15,0.4,100,24200,13.3
2022-10-23T17:00,14,0,100,24200,14.2
2022-10-23T18:00,13.4,3.6,100,8900,11
2022-10-23T19:00,13.3,0,100,22600,12.8
2022-10-23T20:00,12.4,0,100,21700,14.6
2022-10-23T21:00,13.2,0,100,24200,16.8
2022-10-23T22:00,12.9,0,100,22300,10.2
2022-10-23T23:00,12.9,0,100,21700,14.3
2022-10-24T00:00,12.7,0,100,13600,11.6
2022-10-24T01:00,12.8,0,100,15700,14.1
2022-10-24T02:00,12.4,0,100,12200,20.1
2022-10-24T03:00,12.4,0,100,13500,15.8
2022-10-24T04:00,12.4,0,100,12900,15.5
2022-10-24T05:00,12.4,2.2,100,13100,12.7
2022-10-24T06:00,12.2,2.9,100,12800,11.3
2022-10-24T07:00,12.5,0,100,13200,12.6
2022-10-24T08:00,12.6,0.4,100,12900,13.1
2022-10-24T09:00,12.8,0.4,100,2600,14.5
2022-10-24T10:00,12.9,0,100,12300,14.1
2022-10-24T11:00,13.3,0,100,12200,13.9
2022-10-24T12:00,14,0,100,12600,16.9
2022-10-24T13:00,14.3,0,100,12800,13.9
2022-10-24T14:00,14.7,0,100,200,13
2022-10-24T15:00,15,0,100,200,14.3
2022-10-24T16:00,14.4,0,100,200,13.9
2022-10-24T17:00,14.8,0,100,12300,16.3
2022-10-24T18:00,14.9,0,100,12200,12.5
2022-10-24T19:00,15.3,0,56,2700,15.5
2022-10-24T20:00,15.2,0,100,12200,8
2022-10-24T21:00,15.5,0,100,12200,11
2022-10-24T22:00,15.4,0,100,12200,4
2022-10-24T23:00,15.2,0,100,12200,10.5
2022-10-25T00:00,15.5,0,100,12200,6.6
2022-10-25T01:00,16,0,100,200,11.5
2022-10-25T02:00,16.2,0,100,200,8.2
2022-10-25T03:00,16.2,0,100,200,5
2022-10-25T04:00,16.3,0,100,200,4.7
2022-10-25T05:00,17.2,0,100,200,6.6
2022-10-25T06:00,16.8,0,100,100,4.6
2022-10-25T07:00,17.3,0,100,200,5.2
2022-10-25T08:00,17.7,0,100,200,9.7
2022-10-25T09:00,18,0,100,200,5.1
2022-10-25T10:00,19.3,0,100,200,7.6
2022-10-25T11:00,19.3,0,100,200,6.5
2022-10-25T12:00,19.5,0,100,14500,7.2
2022-10-25T13:00,19.8,0,100,13300,2.5
2022-10-25T14:00,20.5,0,100,14300,8
2022-10-25T15:00,20.6,0,100,17600,8.7
2022-10-25T16:00,19.8,0,23,14400,4.8
2022-10-25T17:00,18.4,0,100,13400,7.9
2022-10-25T18:00,18,0,100,12200,7.6
2022-10-25T19:00,18.1,0,100,12200,10.5
2022-10-25T20:00,18,0,100,12200,10.2
2022-10-25T21:00,17.7,0,100,200,5.2
2022-10-25T22:00,17.6,0,100,200,8.8
2022-10-25T23:00,17.3,0,100,2700,4.5
2022-10-26T00:00,17.3,0,100,100,5.2
2022-10-26T01:00,17.4,0,100,3200,3.3
2022-10-26T02:00,17.2,0,100,12200,6
2022-10-26T03:00,17.2,0,100,200,2.3
2022-10-26T04:00,17.5,0,100,200,6.6
2022-10-26T05:00,17.4,0,100,12200,4
2022-10-26T06:00,17.1,0,100,12200,4.3
2022-10-26T07:00,17,0,100,12200,6.9
2022-10-26T08:00,17.7,0,100,12200,5.1
2022-10-26T09:00,17.9,0,100,12200,6.7
2022-10-26T10:00,18.2,0,100,12200,1.5
2022-10-26T11:00,19.6,0,100,14900,2.7
2022-10-26T12:00,19.9,0,100,13800,2.6
2022-10-26T13:00,21.2,0,5,19500,6.1
2022-10-26T14:00,21.5,0,3,18000,7.6
2022-10-26T15:00,21.1,0,96,18700,11.4
2022-10-26T16:00,20.4,0,100,15300,11.3
2022-10-26T17:00,18.7,0,100,15000,12.5
2022-10-26T18:00,18.5,0,8,15200,9.7
2022-10-26T19:00,17.9,0,8,15900,11.2
2022-10-26T20:00,17.7,0,8,15000,10.3
2022-10-26T21:00,17,0,3,18800,13.1
2022-10-26T22:00,15.9,0,0,20700,10
2022-10-26T23:00,14.9,0,0,18300,8.7
2022-10-27T00:00,14.5,0,0,17200,9.4
2022-10-27T01:00,14.3,0,0,20500,10.2
2022-10-27T02:00,13.5,0,0,17700,9.1
2022-10-27T03:00,13.3,0,0,19600,9
2022-10-27T04:00,13,0,0,19300,8.5
2022-10-27T05:00,12.7,0,0,18000,8.7
2022-10-27T06:00,12.5,0,3,17000,6.3
2022-10-27T07:00,13.3,0,37,21400,13.4
2022-10-27T08:00,13.9,0,37,25600,21.4
2022-10-27T09:00,14.9,0,1,31300,22.3
2022-10-27T10:00,15.7,0,5,33300,23.3
2022-10-27T11:00,17.4,0,6,40200,21.2
2022-10-27T12:00,18.6,0,18,41300,19.6
2022-10-27T13:00,19.1,0,4,50800,21.3
2022-10-27T14:00,19.6,0,3,53800,18.9
2022-10-27T15:00,19.1,0,1,55900,21.3
2022-10-27T16:00,18.9,0,0,60900,19.3
2022-10-27T17:00,17.2,0,0,60600,14.4
2022-10-27T18:00,15.7,0,0,62900,12.1
2022-10-27T19:00,14.3,0,0,53900,14.2
2022-10-27T20:00,12.8,0,0,50400,9.3
2022-10-27T21:00,12.4,0,0,50000,14.1
2022-10-27T22:00,11.2,0,0,42800,11
2022-10-27T23:00,10.3,0,0,39100,10.5
2022-10-28T00:00,9.3,0,0,33300,13.9
2022-10-28T01:00,8.9,0,0,31100,15
2022-10-28T02:00,8,0,0,27600,13.1
2022-10-28T03:00,7.7,0,0,28500,11.2
2022-10-28T04:00,7.3,0,0,30600,13.3
2022-10-28T05:00,7.7,0,3,30800,14.4
2022-10-28T06:00,6.9,0,98,28300,13.4
2022-10-28T07:00,7.5,0,98,29500,13.8
2022-10-28T08:00,8.2,0,85,30600,17
2022-10-28T09:00,9.5,0,97,31700,18
2022-10-28T10:00,11.3,0,95,36000,18.7
2022-10-28T11:00,11.9,0,98,34300,16.6
2022-10-28T12:00,12.8,0,98,36500,17
2022-10-28T13:00,13.7,0,98,42600,15.3
2022-10-28T14:00,13.7,0,52,42600,13.6
2022-10-28T15:00,13.8,0,56,50500,12.5
2022-10-28T16:00,13.3,0,60,56200,11.2
2022-10-28T17:00,11.9,0,93,54500,3.7
2022-10-28T18:00,10.4,0,37,46100,4.6
2022-10-28T19:00,9.3,0,7,39500,4.2
2022-10-28T20:00,8.5,0,3,36900,5.6
2022-10-28T21:00,8.1,0,61,35600,4.4
2022-10-28T22:00,7.4,0,87,32900,6.2
2022-10-28T23:00,6.9,0,56,28100,4.1
2022-10-29T00:00,6.1,0,29,24300,5.8
2022-10-29T01:00,6,0,13,24000,4.3
2022-10-29T02:00,5.5,0,2,19500,6.5
2022-10-29T03:00,5,0,12,16500,7.4
2022-10-29T04:00,5.4,0,4,19700,6.1
2022-10-29T05:00,5,0,4,19800,5.1
2022-10-29T06:00,5,0,5,21400,5.7
2022-10-29T07:00,5.4,0,0,22100,6
2022-10-29T08:00,6.5,0,7,18000,7.6
2022-10-29T09:00,8.9,0,65,22500,10
2022-10-29T10:00,10.7,0,8,27200,10.3
2022-10-29T11:00,12.3,0,7,27900,10
2022-10-29T12:00,13.7,0,3,39000,12.5
