time,temperature_2m (°C),precipitation (mm),cloud_cover (%),visibility (m),wind_speed_10m (km/h)
2022-04-01T00:00,15.1,0.7,99,14400,9.2
2022-04-01T01:00,14.5,0,100,13600,2.1
2022-04-01T02:00,14.3,0,100,12200,2.9
2022-04-01T03:00,14.5,0.4,100,14000,9.1
2022-04-01T04:00,14.2,0,100,18100,12.3
2022-04-01T05:00,12.5,0,99,19100,15.7
2022-04-01T06:00,11.7,0,100,18800,13.9
2022-04-01T07:00,10.5,0,100,19600,19.2
2022-04-01T08:00,10.2,0,100,18200,8.4
2022-04-01T09:00,11.4,0,100,26300,14.2
2022-04-01T10:00,11.8,0,98,39600,22.2
2022-04-01T11:00,12.5,0,44,35800,27.9
2022-04-01T12:00,12.6,0,99,46300,26.5
2022-04-01T13:00,13.4,0,60,49600,29.2
2022-04-01T14:00,13,0,99,54500,33.1
2022-04-01T15:00,11.5,0,99,44200,30.6
2022-04-01T16:00,11.9,0,99,49200,30.2
2022-04-01T17:00,9.1,0,99,37300,30.2
2022-04-01T18:00,8.7,0,94,36900,32.5
2022-04-01T19:00,7.5,0,18,39200,29.7
2022-04-01T20:00,7.2,0,0,45300,23.3
2022-04-01T21:00,6.6,0,15,51300,22.8
2022-04-01T22:00,7.1,0,39,49700,24.3
2022-04-01T23:00,6.2,0,5,54600,25.4
2022-04-02T00:00,6,0,0,51100,27.5
2022-04-02T01:00,5.3,0,0,47100,28.8
2022-04-02T02:00,4.7,0,0,44700,24.5
2022-04-02T03:00,4.5,0,0,46800,22.3
2022-04-02T04:00,3.8,0,1,43300,16.8
2022-04-02T05:00,3.5,0,30,45400,13.8
2022-04-02T06:00,3.3,0,100,40800,22.4
2022-04-02T07:00,3.9,0,99,38900,22.6
2022-04-02T08:00,4.5,0,44,38900,23.8
2022-04-02T09:00,5.9,0,19,42100,22.1
2022-04-02T10:00,7.1,0,7,42500,20.5
2022-04-02T11:00,8.4,0,5,47600,18.9
2022-04-02T12:00,9.6,0,6,50500,15.6
2022-04-02T13:00,10.8,0,3,54600,16.6
2022-04-02T14:00,11.5,0,3,59400,11.1
2022-04-02T15:00,12.2,0,4,62900,10.5
2022-04-02T16:00,12.3,0,4,64500,10.5
2022-04-02T17:00,11.3,0,1,58200,14.5
2022-04-02T18:00,10,0,4,52800,13.7
2022-04-02T19:00,7.4,0,67,38000,18.8
2022-04-02T20:00,6.2,0,67,26400,15.6
2022-04-02T21:00,6.2,0,99,29300,8.3
2022-04-02T22:00,5.3,0,18,22400,6.8
2022-04-02T23:00,4.7,0,55,16000,4.3
2022-04-03T00:00,4.7,0,87,16300,5.2
2022-04-03T01:00,4.3,0,30,19300,5.5
2022-04-03T02:00,4.3,0,99,20600,7.6
2022-04-03T03:00,4.4,0,99,20000,5.1
2022-04-03T04:00,4.4,0,99,19200,2.9
2022-04-03T05:00,4.6,0,99,18100,4
2022-04-03T06:00,4.3,0,94,16800,4.4
2022-04-03T07:00,5.6,0,99,18400,4
2022-04-03T08:00,7,0,99,17800,3.8
2022-04-03T09:00,6.9,1.1,99,16900,6.4
2022-04-03T10:00,6.8,0.4,100,10800,7.6
2022-04-03T11:00,7.1,0.7,100,19200,7.1
2022-04-03T12:00,6.5,0,100,16300,10.1
2022-04-03T13:00,6.8,0,100,18700,5.9
2022-04-03T14:00,6.9,0,100,17700,5.8
2022-04-03T15:00,7.2,0,100,18500,6
2022-04-03T16:00,7.7,0,100,19300,3.9
2022-04-03T17:00,7.4,0,100,16900,4.6
2022-04-03T18:00,7.3,0,20,20400,12.7
2022-04-03T19:00,7,0,100,21700,14.1
2022-04-03T20:00,6.2,0,4,22600,17
2022-04-03T21:00,5,0,0,26200,15.3
2022-04-03T22:00,4.2,0,0,26900,18.8
2022-04-03T23:00,3.9,0,0,26600,20.9
2022-04-04T00:00,3.7,0,57,26300,19.9
2022-04-04T01:00,3.5,0,0,26100,21.3
2022-04-04T02:00,3.3,0,0,25000,17.4
2022-04-04T03:00,3.2,0,0,25600,15.3
2022-04-04T04:00,2.9,0,0,26300,15.3
2022-04-04T05:00,2.6,0,0,26300,11.4
2022-04-04T06:00,2.7,0,0,25200,10.1
2022-04-04T07:00,5,0,2,27800,16.6
2022-04-04T08:00,6.4,0,5,30400,19.3
2022-04-04T09:00,8,0,36,37000,18.7
2022-04-04T10:00,9.5,0,38,42600,19.7
2022-04-04T11:00,10.9,0,18,45400,19.7
2022-04-04T12:00,11.7,0,100,45800,17.7
2022-04-04T13:00,12.6,0,45,50000,18.3
2022-04-04T14:00,12.6,0,98,48600,15.7
2022-04-04T15:00,12.4,0,98,51500,15.7
2022-04-04T16:00,11.9,0,98,52600,16.5
2022-04-04T17:00,11.3,0,44,48400,16.3
2022-04-04T18:00,10.4,0,26,48300,16
2022-04-04T19:00,10,0,90,49800,13
2022-04-04T20:00,9.6,0,99,52900,8.8
2022-04-04T21:00,8.6,0,0,48700,4.6
2022-04-04T22:00,7.3,0,0,45200,10.9
2022-04-04T23:00,6.3,0,0,40400,4.3
2022-04-05T00:00,5.7,0,0,38200,4.4
2022-04-05T01:00,5.2,0,0,40100,7.5
2022-04-05T02:00,4.7,0,0,45200,2.1
2022-04-05T03:00,4.1,0,0,34200,5.1
2022-04-05T04:00,4.1,0,1,30400,1.3
2022-04-05T05:00,3.9,0,3,24700,2.3
2022-04-05T06:00,4.3,0,50,35000,6.3
2022-04-05T07:00,6.7,0,47,27100,0.7
2022-04-05T08:00,9.5,0,98,38000,5.9
2022-04-05T09:00,10.6,0,96,43000,8.7
2022-04-05T10:00,11.4,0,100,50800,7.7
2022-04-05T11:00,11.1,0,100,50700,8.2
2022-04-05T12:00,13.2,0,92,56800,11.8
2022-04-05T13:00,12.5,0,100,51700,12
2022-04-05T14:00,12.5,0,96,47500,15
2022-04-05T15:00,12.7,0,100,49400,18.1
2022-04-05T16:00,11,0,100,32700,16.8
2022-04-05T17:00,9.8,0,100,27200,13.5
2022-04-05T18:00,9.1,0,100,23700,13.4
2022-04-05T19:00,9.4,0,100,24900,12.6
2022-04-05T20:00,8.8,0,100,20100,13.2
2022-04-05T21:00,8.5,0,100,18700,11.3
2022-04-05T22:00,7.7,0,100,13100,10.1
2022-04-05T23:00,7.8,0.4,100,13100,10.5
2022-04-06T00:00,7.3,0.4,100,12500,12.8
2022-04-06T01:00,7.2,0.4,100,13400,17.4
2022-04-06T02:00,7.1,0.7,100,12700,17.3
2022-04-06T03:00,6.9,0.7,100,12500,16.6
2022-04-06T04:00,7.2,1.4,100,12800,11.7
2022-04-06T05:00,7.5,1.4,100,12700,18.8
2022-04-06T06:00,7.1,0.4,100,12200,20.7
2022-04-06T07:00,7,4,100,10100,24.2
2022-04-06T08:00,7.9,0.7,100,12400,26.8
2022-04-06T09:00,8.3,1.1,100,12900,24.8
2022-04-06T10:00,8.3,0,100,12800,22.4
2022-04-06T11:00,9.1,0,100,12300,25.7
2022-04-06T12:00,9.7,0,100,14100,24.4
2022-04-06T13:00,9.7,0,100,14700,25.1
2022-04-06T14:00,9,0,100,12600,19.5
2022-04-06T15:00,10.2,0,100,13800,21.3
2022-04-06T16:00,10.8,0,100,16400,22.6
2022-04-06T17:00,10.6,0,100,16000,19.4
2022-04-06T18:00,9.8,0,100,16900,13.7
2022-04-06T19:00,9.5,0,100,15100,8.2
2022-04-06T20:00,9.3,0,100,15700,10.5
2022-04-06T21:00,9.1,0,100,15200,7.4
2022-04-06T22:00,9,0,96,13800,11.8
2022-04-06T23:00,8.4,0,100,13100,11.5
2022-04-07T00:00,8.4,0,100,16500,13
2022-04-07T01:00,8.4,0,100,15100,7.6
2022-04-07T02:00,8.1,0,100,14000,2.3
2022-04-07T03:00,7.2,0,100,14500,6
2022-04-07T04:00,7.8,0,100,17200,13.5
2022-04-07T05:00,7.6,0,100,19500,10.5
2022-04-07T06:00,7.1,0,100,18200,13.6
2022-04-07T07:00,7.1,0,100,14600,9.1
2022-04-07T08:00,7.7,0,100,14600,13.6
2022-04-07T09:00,8.3,0,100,15800,16.6
2022-04-07T10:00,8.5,0,100,13300,11.9
2022-04-07T11:00,7.7,0,100,12400,15
2022-04-07T12:00,8.3,0.4,100,13500,14.4
2022-04-07T13:00,8.7,0.7,100,12800,24.7
2022-04-07T14:00,9.2,10.1,100,12700,27
2022-04-07T15:00,9.8,0,100,13300,28.4
2022-04-07T16:00,9.7,0.4,100,10300,28.8
2022-04-07T17:00,9.6,0.4,100,13000,26.8
2022-04-07T18:00,10.4,1.4,100,12800,29.5
2022-04-07T19:00,10.5,0,100,13400,30.9
2022-04-07T20:00,11.1,0,100,13300,40.1
2022-04-07T21:00,11.2,0.4,100,5500,29
2022-04-07T22:00,11.4,1.4,100,12200,24.7
2022-04-07T23:00,11.7,1.4,100,5900,19.1
2022-04-08T00:00,10.9,10.8,100,12200,5.4
2022-04-08T01:00,10.8,0,100,12200,7.2
2022-04-08T02:00,10.4,0,100,12200,8.3
2022-04-08T03:00,10.1,0,100,3200,18.8
2022-04-08T04:00,9.9,0,100,14000,16
2022-04-08T05:00,9.9,0,100,15500,16.7
2022-04-08T06:00,9.3,0,100,17200,17.3
2022-04-08T07:00,9.3,0,100,19000,16.2
2022-04-08T08:00,10.3,0,17,21300,17.2
2022-04-08T09:00,11.7,0,93,25200,17.9
2022-04-08T10:00,13.2,0,34,28300,14.1
2022-04-08T11:00,14.4,0,45,34100,14.6
2022-04-08T12:00,15.5,0,28,40500,20.4
2022-04-08T13:00,16.8,0,33,49800,17.1
2022-04-08T14:00,18.2,0,24,61700,17.2
2022-04-08T15:00,18.7,0,5,75600,17.8
2022-04-08T16:00,18.4,0,17,80100,19.6
2022-04-08T17:00,17.5,0,30,73600,16.9
2022-04-08T18:00,15.2,0,23,56500,9.6
2022-04-08T19:00,13.8,0,0,57800,7.6
2022-04-08T20:00,12.9,0,0,50700,9
2022-04-08T21:00,12,0,0,45000,11.2
2022-04-08T22:00,11,0,98,35200,10
2022-04-08T23:00,11.6,0,99,38400,8
2022-04-09T00:00,10.2,0,99,31800,9.8
2022-04-09T01:00,10.2,0,98,33400,7.1
2022-04-09T02:00,10.1,0,100,26700,1.1
2022-04-09T03:00,9.5,0,49,25400,9.2
2022-04-09T04:00,8.7,0,17,23400,6.2
2022-04-09T05:00,8.8,0,99,18000,1.9
2022-04-09T06:00,8.6,0,100,17300,2
2022-04-09T07:00,9.5,0,99,21500,7.3
2022-04-09T08:00,10.4,0,99,23000,3.1
2022-04-09T09:00,10,1.1,99,24400,12.2
2022-04-09T10:00,10.6,0,100,19600,16.4
2022-04-09T11:00,9.8,0,100,23100,24.2
2022-04-09T12:00,10.5,0,100,26200,23.2
2022-04-09T13:00,10.5,0,100,30600,24.8
2022-04-09T14:00,12.6,0,47,36200,18.1
2022-04-09T15:00,12.9,0,60,38100,16.8
2022-04-09T16:00,12.6,0,100,36600,8
2022-04-09T17:00,11.7,2.9,98,33200,21.2
2022-04-09T18:00,11,0,99,35600,7.8
2022-04-09T19:00,9.5,0,100,31500,9.4
2022-04-09T20:00,8.7,0,100,26700,10.4
2022-04-09T21:00,8.8,0,100,24800,1.9
2022-04-09T22:00,8.5,0,79,24700,8.4
2022-04-09T23:00,7.9,0,45,23800,9.3
2022-04-10T00:00,7.6,0,100,23500,8.9
2022-04-10T01:00,7.6,0,100,22500,12.5
2022-04-10T02:00,7.1,0,79,22900,11.8
2022-04-10T03:00,6.4,0,35,25100,14.3
2022-04-10T04:00,6,0,31,25900,16.2
2022-04-10T05:00,6.5,0,100,27700,13.9
2022-04-10T06:00,6.2,0,57,26900,10.2
2022-04-10T07:00,6.3,0,7,31300,21.6
2022-04-10T08:00,6.8,0,5,39000,26.9
2022-04-10T09:00,8.2,0,26,46200,23
2022-04-10T10:00,9.2,0,44,44600,25.8
2022-04-10T11:00,9,0,99,43300,24.4
2022-04-10T12:00,9.3,0,99,47700,28.6
2022-04-10T13:00,9.2,0,100,47800,26.6
2022-04-10T14:00,9.2,0,99,47000,29.7
2022-04-10T15:00,9.5,0,99,46000,26.5
2022-04-10T16:00,9.8,0,37,50400,30.4
2022-04-10T17:00,8.9,0,95,45500,27.8
2022-04-10T18:00,8,0,5,47900,25.8
2022-04-10T19:00,7.6,0,23,55800,30.7
2022-04-10T20:00,6.9,0,74,47700,22
2022-04-10T21:00,7.2,0,16,49900,21.8
2022-04-10T22:00,6.3,0,0,49800,17.7
2022-04-10T23:00,5.9,0,0,48400,20.8
2022-04-11T00:00,5.6,0,0,45700,10.6
2022-04-11T01:00,5.2,0,0,44400,13.4
2022-04-11T02:00,4.9,0,0,43400,12.1
2022-04-11T03:00,4.2,0,0,37900,13.9
2022-04-11T04:00,3.7,0,0,35200,8.2
2022-04-11T05:00,3.5,0,0,38500,9.4
2022-04-11T06:00,3.6,0,0,33700,8.6
2022-04-11T07:00,5.8,0,0,37500,12.9
2022-04-11T08:00,7.7,0,0,45500,11.8
2022-04-11T09:00,9.4,0,1,48400,9.5
2022-04-11T10:00,11.2,0,0,57700,4.7
2022-04-11T11:00,12.3,0,0,51500,6.9
2022-04-11T12:00,13.4,0,0,56900,6.1
2022-04-11T13:00,14.1,0,85,61500,10
2022-04-11T14:00,15.3,0,97,62300,11.5
2022-04-11T15:00,14.8,0,25,57700,16.9
2022-04-11T16:00,13.4,0,8,46200,18.4
2022-04-11T17:00,12.5,0,65,41400,18
2022-04-11T18:00,11.3,0,99,33400,12.6
2022-04-11T19:00,10.2,0,87,26800,11.4
2022-04-11T20:00,10.3,0,39,29800,7
2022-04-11T21:00,10.2,0,27,26800,7.2
2022-04-11T22:00,10.5,0,99,31600,10.1
2022-04-11T23:00,10.2,0,99,34800,15
2022-04-12T00:00,9,0,23,31100,11.4
2022-04-12T01:00,8.7,0,9,29400,8.9
2022-04-12T02:00,9,0,99,28600,6.7
2022-04-12T03:00,9.2,0,99,27500,5.1
2022-04-12T04:00,9.3,0,100,23500,4.4
2022-04-12T05:00,9.3,0,100,24200,6.8
2022-04-12T06:00,9.4,0,87,25900,6.5
2022-04-12T07:00,10,0,99,24700,12.4
2022-04-12T08:00,9.7,0,100,24600,5.7
2022-04-12T09:00,9.6,0.4,100,16300,9.8
2022-04-12T10:00,11.9,0,99,19100,14.1
2022-04-12T11:00,15,0,35,23800,14.3
2022-04-12T12:00,17.9,0,15,31000,15.7
2022-04-12T13:00,19.8,0,8,36300,11.9
2022-04-12T14:00,21.7,0,7,45100,13.2
2022-04-12T15:00,22.6,0,3,52500,16.7
2022-04-12T16:00,22.4,0,3,51400,15.1
2022-04-12T17:00,22,0,0,54300,15.1
2022-04-12T18:00,22.5,0,0,70200,14.1
2022-04-12T19:00,19,0,0,61300,7.3
2022-04-12T20:00,18.1,0,0,45100,6.4
2022-04-12T21:00,16.1,0,0,35700,5.8
2022-04-12T22:00,14.4,0,0,35000,1.8
2022-04-12T23:00,13,0,0,29400,2.2
2022-04-13T00:00,13.2,0,0,37700,2.3
2022-04-13T01:00,10.8,0,0,29500,4.3
2022-04-13T02:00,10.5,0,0,26200,2.8
2022-04-13T03:00,10,0,1,21700,3.8
2022-04-13T04:00,10,0,2,19300,4
2022-04-13T05:00,9.7,0,90,18300,4.7
2022-04-13T06:00,11.5,0,93,22600,4.2
2022-04-13T07:00,13,0,3,27800,6.6
2022-04-13T08:00,14.4,0,1,27400,10.5
2022-04-13T09:00,16.5,0,1,29100,10.1
2022-04-13T10:00,17.5,0,2,31600,12.7
2022-04-13T11:00,18.9,0,6,44600,19.9
2022-04-13T12:00,19.3,0,2,25200,17.6
2022-04-13T13:00,19.9,0,1,25400,17.6
2022-04-13T14:00,18.6,0,6,18100,12.1
2022-04-13T15:00,20.6,0,3,28900,8.7
2022-04-13T16:00,18.7,0,99,21900,11.4
2022-04-13T17:00,17.3,0,99,28400,10
2022-04-13T18:00,16.4,0,88,26100,8.7
2022-04-13T19:00,14.5,0,30,15700,7.6
2022-04-13T20:00,14.2,0,10,18300,2.5
2022-04-13T21:00,13.8,0,100,18100,7.8
2022-04-13T22:00,15.3,0,99,24400,4.5
2022-04-13T23:00,14.4,0,99,14400,7.8
2022-04-14T00:00,14.5,0,99,17200,2.7
2022-04-14T01:00,14,0,6,18800,4.6
2022-04-14T02:00,14.1,0,100,17200,3.2
2022-04-14T03:00,14.5,0,99,18600,4.6
2022-04-14T04:00,14.5,0,74,19800,1.8
2022-04-14T05:00,14.2,0,100,18400,6
2022-04-14T06:00,15.4,0,13,17700,1.6
2022-04-14T07:00,17.4,0,1,19800,4
2022-04-14T08:00,19.5,0,7,27100,3.8
2022-04-14T09:00,22.6,0,0,34300,4.7
2022-04-14T10:00,25.9,0,7,39900,10.2
2022-04-14T11:00,27.3,0,0,44400,21.8
2022-04-14T12:00,28.5,0,0,46000,21.1
2022-04-14T13:00,29.9,0,0,49400,17.8
2022-04-14T14:00,29.3,0,84,48300,19.2
2022-04-14T15:00,29,0,99,53700,10.9
2022-04-14T16:00,26.3,0,50,39900,9
2022-04-14T17:00,21.4,0.4,100,28400,21.3
2022-04-14T18:00,18.7,0.7,100,10200,23.9
2022-04-14T19:00,17.2,0,99,22200,12.9
2022-04-14T20:00,16.6,0,5,31000,10.2
2022-04-14T21:00,15,0,96,44700,16.5
2022-04-14T22:00,14.3,0,100,42700,14.7
2022-04-14T23:00,13.2,0,6,49600,15.1
2022-04-15T00:00,11.9,0,92,49000,9
2022-04-15T01:00,12,0,97,46700,9.5
2022-04-15T02:00,11.5,0,88,40100,4.7
2022-04-15T03:00,11.8,0,8,52700,3.3
2022-04-15T04:00,10.2,0,0,38700,8.9
2022-04-15T05:00,9.4,0,0,32900,2.8
2022-04-15T06:00,9.5,0,0,32500,4.7
2022-04-15T07:00,11.4,0,0,29900,7.3
2022-04-15T08:00,14.8,0,0,51500,10.6
2022-04-15T09:00,16.4,0,0,79100,18.3
2022-04-15T10:00,17.9,0,0,79600,19.5
2022-04-15T11:00,18.5,0,0,89300,16.9
2022-04-15T12:00,19.7,0,0,85200,17.2
2022-04-15T13:00,20.8,0,0,86800,17
2022-04-15T14:00,20.8,0,0,86200,18.9
2022-04-15T15:00,19.9,0,0,78800,26.8
2022-04-15T16:00,19.2,0,0,70300,26.8
2022-04-15T17:00,18.2,0,0,64400,24.7
2022-04-15T18:00,16.3,0,0,59400,22.9
2022-04-15T19:00,15.1,0,0,52400,19.5
2022-04-15T20:00,15.7,0,0,57400,23
2022-04-15T21:00,14.8,0,0,61000,20.6
2022-04-15T22:00,13.7,0,0,56700,19.5
2022-04-15T23:00,13.2,0,85,50300,15.9
2022-04-16T00:00,12.8,0,11,54800,14.8
2022-04-16T01:00,12.5,0,98,49500,15.3
2022-04-16T02:00,12.4,0,98,48800,11.7
2022-04-16T03:00,12,0,62,49300,11.7
2022-04-16T04:00,12.4,0,80,49300,10.2
2022-04-16T05:00,11.5,0,98,49900,10.1
2022-04-16T06:00,11.7,0,98,52100,10.3
2022-04-16T07:00,13.1,0,98,54000,14.9
2022-04-16T08:00,14.8,0,98,48600,19.6
2022-04-16T09:00,16.6,0,98,48400,19.2
2022-04-16T10:00,17.2,0,99,46100,21.3
2022-04-16T11:00,19,0,0,48000,15.1
2022-04-16T12:00,21.3,0,11,56700,15.5
2022-04-16T13:00,21,0,98,52000,16.6
2022-04-16T14:00,20.8,0,98,50100,12.9
2022-04-16T15:00,19,0,95,32600,12.6
2022-04-16T16:00,18.6,0,98,34900,13.6
2022-04-16T17:00,16.8,0,100,28500,8.3
2022-04-16T18:00,14.9,0,18,31400,23.8
2022-04-16T19:00,12.4,0,100,28800,22.3
2022-04-16T20:00,10.1,0,67,11800,23.2
2022-04-16T21:00,8.1,0,99,11900,26.3
2022-04-16T22:00,6.8,0.7,100,14200,10.1
2022-04-16T23:00,6.9,0.4,96,15600,9.9
2022-04-17T00:00,6.6,0,98,17300,6.4
2022-04-17T01:00,6.4,0,28,16600,7.6
2022-04-17T02:00,6.1,0,1,16100,8.5
2022-04-17T03:00,5.5,0,32,16900,9.2
2022-04-17T04:00,5,0,1,18800,14.8
2022-04-17T05:00,4.1,0,2,22000,13
2022-04-17T06:00,4.3,0,0,23700,14
2022-04-17T07:00,5.5,0,0,31000,19.5
2022-04-17T08:00,6.6,0,0,37100,22.3
2022-04-17T09:00,7.7,0,1,49500,23.8
2022-04-17T10:00,9.2,0,37,50900,26.6
2022-04-17T11:00,9.6,0,36,54900,27.1
2022-04-17T12:00,9.4,0,53,56000,26.4
2022-04-17T13:00,10.1,0,44,60500,32.2
2022-04-17T14:00,10.4,0,39,65900,30.3
2022-04-17T15:00,10.1,0,36,66300,26.3
2022-04-17T16:00,10.4,0,97,67600,24.8
2022-04-17T17:00,9.7,0,38,65100,22.9
2022-04-17T18:00,8.8,0,15,63800,21.4
2022-04-17T19:00,7.3,0,0,64300,15.8
2022-04-17T20:00,6.6,0,0,60000,12.7
2022-04-17T21:00,5.7,0,0,63400,8.2
2022-04-17T22:00,5,0,0,61200,8.1
2022-04-17T23:00,4.3,0,0,55500,5.2
2022-04-18T00:00,3.4,0,0,50400,3.6
2022-04-18T01:00,2.8,0,0,46400,4
2022-04-18T02:00,2.1,0,0,41700,6.3
2022-04-18T03:00,1.5,0,0,35700,5.1
2022-04-18T04:00,1.1,0,0,30700,2.8
2022-04-18T05:00,1.1,0,0,32400,5.2
2022-04-18T06:00,2.4,0,0,32800,12.1
2022-04-18T07:00,5.4,0,8,38300,15.2
2022-04-18T08:00,7.7,0,0,42500,14.5
2022-04-18T09:00,9.7,0,78,47800,12.9
2022-04-18T10:00,11.4,0,99,53200,15.9
2022-04-18T11:00,11.5,0,97,49300,21.2
2022-04-18T12:00,10.2,0,93,41600,24.3
2022-04-18T13:00,9.9,0,99,37800,22.3
2022-04-18T14:00,9.3,0,99,31800,19.4
2022-04-18T15:00,8.5,0,99,33200,16.3
2022-04-18T16:00,9.1,0,99,42100,17.2
2022-04-18T17:00,8.7,0,99,40800,15.5
2022-04-18T18:00,7.4,0,100,30000,22.9
2022-04-18T19:00,6.9,0,100,24900,17.3
2022-04-18T20:00,6.8,0,100,24000,20.4
2022-04-18T21:00,6.3,0.4,100,20400,18.8
2022-04-18T22:00,5.1,5,100,4000,22.5
2022-04-18T23:00,5.2,10.8,100,5600,22.9
2022-04-19T00:00,5.8,18,100,3000,24.7
2022-04-19T01:00,6.8,12.6,100,3100,17.9
2022-04-19T02:00,6.7,2.5,100,6900,16.9
2022-04-19T03:00,7.4,8.3,100,9900,15.5
2022-04-19T04:00,7.2,0,100,12400,16
2022-04-19T05:00,4.7,0,100,12300,26.7
2022-04-19T06:00,4.1,0,100,15700,23.8
2022-04-19T07:00,5.3,0,100,16700,24.1
2022-04-19T08:00,6,0,100,19300,25.6
2022-04-19T09:00,6.3,0,100,24000,27.4
2022-04-19T10:00,7.2,0,100,28000,23.8
2022-04-19T11:00,7.3,0,95,30100,25.8
2022-04-19T12:00,8.4,0,38,38600,28.5
2022-04-19T13:00,8.7,0,42,42000,30
2022-04-19T14:00,9.3,0,30,46300,29.7
2022-04-19T15:00,9.4,0,100,50400,30.3
2022-04-19T16:00,9.9,0,35,47900,22.5
2022-04-19T17:00,9.5,0,99,48900,32.1
2022-04-19T18:00,8.3,0,78,34300,31
2022-04-19T19:00,7.3,0,0,38300,20.6
2022-04-19T20:00,7,0,2,41400,24.5
2022-04-19T21:00,6.8,0,1,39000,21.9
2022-04-19T22:00,6.3,0,0,38700,20.8
2022-04-19T23:00,6.6,0,0,45700,24
2022-04-20T00:00,6.1,0,0,39500,23.7
2022-04-20T01:00,6,0,0,39500,23.5
2022-04-20T02:00,5.6,0,0,38200,21.1
2022-04-20T03:00,5.7,0,0,39200,20.3
2022-04-20T04:00,5.6,0,0,38300,17.9
2022-04-20T05:00,5.6,0,26,40700,14
2022-04-20T06:00,5.7,0,5,35100,9.2
2022-04-20T07:00,7.3,0,9,42300,17.6
2022-04-20T08:00,8.7,0,100,49700,21.4
2022-04-20T09:00,9.8,0,19,53400,26.9
2022-04-20T10:00,11.3,0,6,56300,24.7
2022-04-20T11:00,12.7,0,5,54600,20.9
2022-04-20T12:00,13.5,0,1,60600,22.9
2022-04-20T13:00,14.3,0,0,64500,20.6
2022-04-20T14:00,15.1,0,0,68200,18.2
2022-04-20T15:00,15.6,0,0,73000,16.4
2022-04-20T16:00,15.8,0,0,75300,13.1
2022-04-20T17:00,15.3,0,0,80300,11.5
2022-04-20T18:00,13.9,0,0,66700,2.5
2022-04-20T19:00,11.1,0,0,40400,7.9
2022-04-20T20:00,9.3,0,0,30500,5
2022-04-20T21:00,8.5,0,4,25700,6.4
2022-04-20T22:00,8.2,0,0,24400,3.6
2022-04-20T23:00,7.3,0,0,21600,7.1
2022-04-21T00:00,6.4,0,0,17200,5.6
2022-04-21T01:00,5.8,0,0,16200,2.8
2022-04-21T02:00,5.3,0,4,14300,3.9
2022-04-21T03:00,5.2,0,2,15800,3.7
2022-04-21T04:00,4.8,0,3,13000,1.9
2022-04-21T05:00,4.7,0,26,16800,1.3
2022-04-21T06:00,6.1,0,46,15700,2.5
2022-04-21T07:00,9.1,0,13,20900,7.8
2022-04-21T08:00,11,0,85,30600,10.8
2022-04-21T09:00,12.5,0,6,33000,14.5
2022-04-21T10:00,14.2,0,6,36600,19.2
2022-04-21T11:00,14.7,0,99,41200,23.7
2022-04-21T12:00,15.2,0,67,39300,25.6
2022-04-21T13:00,14.7,0,99,46000,30.5
2022-04-21T14:00,13.4,0,99,37100,25.9
2022-04-21T15:00,12.9,0,99,36900,29.2
2022-04-21T16:00,11.6,0,100,27700,24.3
2022-04-21T17:00,11.5,0,98,26500,21.9
2022-04-21T18:00,11.8,0,100,30000,17.4
2022-04-21T19:00,11.8,0,99,31100,14.6
2022-04-21T20:00,11.9,0,15,29000,8
2022-04-21T21:00,11.9,0,91,28800,7.6
2022-04-21T22:00,11.6,0,99,26300,5.2
2022-04-21T23:00,11.2,0,0,30600,5.4
2022-04-22T00:00,10.1,0,0,28700,7.5
2022-04-22T01:00,9.5,0,0,26200,4.7
2022-04-22T02:00,9.4,0,0,27500,2.5
2022-04-22T03:00,9.3,0,0,29100,6.2
2022-04-22T04:00,8.8,0,0,25000,6
2022-04-22T05:00,8.5,0,1,22200,7.2
2022-04-22T06:00,9.5,0,0,19600,4.5
2022-04-22T07:00,13,0,0,24500,10.5
2022-04-22T08:00,15.4,0,4,28600,19.1
2022-04-22T09:00,17.5,0,0,39500,22.8
2022-04-22T10:00,18.4,0,2,49500,26.9
2022-04-22T11:00,19.4,0,0,62500,25
2022-04-22T12:00,19.9,0,0,73100,24.3
2022-04-22T13:00,20.6,0,0,79900,23.2
2022-04-22T14:00,21.2,0,0,80000,21.3
2022-04-22T15:00,21.6,0,0,82200,20.4
2022-04-22T16:00,21.3,0,0,83600,20.1
2022-04-22T17:00,20.7,0,1,84500,19.7
2022-04-22T18:00,19.5,0,0,82600,17.8
2022-04-22T19:00,17.5,0,0,77800,11.7
2022-04-22T20:00,16.5,0,27,72600,5.5
2022-04-22T21:00,15.5,0,19,67500,5.6
2022-04-22T22:00,14.4,0,75,66200,10.8
2022-04-22T23:00,12.7,0,1,57300,4.2
2022-04-23T00:00,11.8,0,53,52000,6.6
2022-04-23T01:00,11.2,0,98,53900,9.9
2022-04-23T02:00,11,0,98,51300,10.4
2022-04-23T03:00,10.4,0,91,50100,11.9
2022-04-23T04:00,9.6,0,6,45600,10.5
2022-04-23T05:00,9.5,0,76,43700,4.1
2022-04-23T06:00,10.1,0,99,42400,7
2022-04-23T07:00,11.3,0,8,43700,12.2
2022-04-23T08:00,12.3,0,5,40600,8.4
2022-04-23T09:00,13.4,0,54,47800,5.9
2022-04-23T10:00,16,0,1,53800,3.8
2022-04-23T11:00,17.1,0,11,57700,3.2
